university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Universidad de Antioquia,2017,601-650,,https://www.topuniversities.com/universities/universidad-de-antioquia,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,Public,High,22,212.00,XL,1.75
Universidad Nacional de CÃ³rdoba - UNC,2017,601-650,,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,Argentina,CÃ³rdoba,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,Public,Very High,18,1.85,XL,6.44
Universidad de Sevilla,2017,601-650,,https://www.topuniversities.com/universities/universidad-de-sevilla,Spain,Seville,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-sevilla_554_small.jpg,Public,Very High,13,5.46,XL,3.70
Universidad CatÃ³lica Andres Bello,2017,601-650,,https://www.topuniversities.com/universities/universidad-catolica-andres-bello,Venezuela,Guayana City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,Private,Low,28,204.00,L,714.00
Pontificia Universidad CatÃ³lica de ValparaÃ­so,2017,601-650,,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,Chile,ValparaÃ­so,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,Private,High,20,174.00,L,857.00
Universidade de BrasÃ­lia,2017,601-650,,https://www.topuniversities.com/universities/universidade-de-brasilia,Brazil,BrasÃ­lia,Latin America,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,Public,High,15,1.26,XL,3.05
Universidad de ConcepciÃ³n,2017,601-650,,https://www.topuniversities.com/universities/universidad-de-concepcion,Chile,ConcepciÃ³n,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg,Private,High,16,554.00,L,1.63
Thammasat University,2017,601-650,,https://www.topuniversities.com/universities/thammasat-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/thammasat-university_592560cf2aeae70239af4ce1_small.jpg,Public,High,12,422.00,L,2.46
Bielefeld University,2017,601-650,,https://www.topuniversities.com/universities/bielefeld-university,Germany,Bielefeld,Europe,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,Public,Very High,17,1.82,L,1.50
Ajou University ,2017,601-650,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7,1.00,M,1.33
Bar-Ilan University,2017,601-650,,https://www.topuniversities.com/universities/bar-ilan-university,Israel,Ramat Gan,Asia,https://www.topuniversities.com/sites/default/files/bar-ilan-university_997_small.jpg,Public,Very High,18,990.00,L,923.00
Central Queensland University (CQUniversity Australia),2017,601-650,,https://www.topuniversities.com/universities/central-queensland-university-cquniversity-australia,Australia,Norman Gardens,Oceania,https://www.topuniversities.com/sites/default/files/central-queensland-university-_592560cf2aeae70239af4dca_small.jpg,Public,Very High,13,3.88,M,753.00
Chonnam National University,2017,601-650,,https://www.topuniversities.com/universities/chonnam-national-university,South Korea,Gwangju,Asia,https://www.topuniversities.com/sites/default/files/chonnam-national-university_125_small.jpg,Public,Very High,9,1.61,L,2.34
Clarkson University,2017,601-650,,https://www.topuniversities.com/universities/clarkson-university,United States of America,Potsdam,North America,https://www.topuniversities.com/sites/default/files/clarkson-university_592560cf2aeae70239af5181_small.jpg,Private,Very High,14,384.00,S,291.00
EÃ¶tvÃ¶s LorÃ¡nd University,2017,601-650,,https://www.topuniversities.com/universities/eotvos-lorand-university,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/etvs-lornd-university_366_small.jpg,Public,Very High,12,3.52,L,2.30
Hallym University ,2017,601-650,,https://www.topuniversities.com/universities/hallym-university,South Korea,Chuncheon,Asia,https://www.topuniversities.com/sites/default/files/hallym-university_1053_small.jpg,Private,Very High,6,431.00,M,1.28
Instituto TecnolÃ³gico AutÃ³nomo de MÃ©xico (ITAM),2017,601-650,,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-autnomo-de-mxico-itam_592560cf2aeae70239af4da6_small.jpg,Private,High,14,65.00,M,416.00
International Islamic University Malaysia (IIUM),2017,601-650,,https://www.topuniversities.com/universities/international-islamic-university-malaysia-iium,Malaysia,Kuala Lumpur,Asia,https://www.topuniversities.com/sites/default/files/international-islamic-university-malaysia-iium_717_small.jpg,Public,High,14,6.16,L,1.90
"Lingnan University, Hong Kong",2017,601-650,,https://www.topuniversities.com/universities/lingnan-university-hong-kong,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/lingnan-university-hong-kong_894_small.jpg,Public,Very High,12,983.00,S,274.00
Auezov South Kazakhstan University (SKU),2017,601-650,,https://www.topuniversities.com/universities/auezov-south-kazakhstan-university-sku,Kazakhstan,Shymkent,Asia,https://www.topuniversities.com/sites/default/files/auezov-south-kazakhstan-state-university-sksu_592560cf2aeae70239af52eb_small.jpg,Public,Medium,6,2.22,L,2.90
Masaryk University,2017,601-650,,https://www.topuniversities.com/universities/masaryk-university,Czech Republic,Brno,Europe,https://www.topuniversities.com/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg,Public,Very High,15,7.30,L,1.89
Middlesex University,2017,601-650,,https://www.topuniversities.com/universities/middlesex-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/middlesex-university_592560cf2aeae70239af4c19_small.jpg,Public,High,17,8.16,L,943.00
The National University of Science and Technology MISIS,2017,601-650,,https://www.topuniversities.com/universities/national-university-science-technology-misis,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/the-national-university-of-science-and-technology-misis_14956_small.jpg,Public,Very High,8,1.61,M,915.00
The New School,2017,601-650,,https://www.topuniversities.com/universities/new-school,United States of America,New York,North America,https://www.topuniversities.com/sites/default/files/the-new-school_1814_small.jpg,Private,Very High,9,3.60,M,1.09
RUDN University,2017,601-650,,https://www.topuniversities.com/universities/rudn-university,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/rudn-university_1503_small.jpg,Public,High,6,8319.00,L,3890.00
Tallinn University of Technology (TalTech),2017,601-650,,https://www.topuniversities.com/universities/tallinn-university-technology-taltech,Estonia,Tallinn,Europe,https://www.topuniversities.com/sites/default/files/tallinn-university-of-technology-taltech_592560cf2aeae70239af4cd3_small.jpg,Public,Very High,12,1.29,M,699.00
Universidad de AlcalÃ¡,2017,601-650,,https://www.topuniversities.com/universities/universidad-de-alcala,Spain,AlcalÃ¡ de Henares,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-alcal_1511_small.jpg,Public,High,7,4.56,L,2.69
Universidad de Montevideo (UM),2017,601-650,,https://www.topuniversities.com/universities/universidad-de-montevideo-um,Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-montevideo-um_695_small.jpg,Private,Low,7,76.00,S,295.00
Universidad Torcuato Di Tella,2017,601-650,,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,Private,High,13,459.00,S,187.00
UniversitÃ¤t Duisburg-Essen,2017,601-650,,https://www.topuniversities.com/universities/universitat-duisburg-essen,Germany,Duisburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-duisburg-essen_199_small.jpg,Public,Very High,12,7880.00,XL,3498.00
University Duesseldorf,2017,601-650,,https://www.topuniversities.com/universities/university-duesseldorf,Germany,DÃ¼sseldorf,Europe,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg,Public,High,9,3.89,XL,3.85
UniversitÃ© de Rennes 1,2017,601-650,,https://www.topuniversities.com/universities/universite-de-rennes-1,France,Rennes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-rennes-1_592560cf2aeae70239af4c8c_small.jpg,Public,Very High,15,2480.00,L,1765.00
UniversitÃ© de Sherbrooke,2017,601-650,,https://www.topuniversities.com/universities/universite-de-sherbrooke,Canada,Sherbrooke,North America,https://www.topuniversities.com/sites/default/files/universit-de-sherbrooke_592560cf2aeae70239af5161_small.jpg,Public,High,12,1.12,L,1.17
UniversitÃ© Nice Sophia Antipolis,2017,601-650,,https://www.topuniversities.com/universities/universite-nice-sophia-antipolis,France,Nice,Europe,https://www.topuniversities.com/sites/default/files/universit-nice-sophia-antipolis_592560cf2aeae70239af4f9d_small.jpg,Public,High,23,6010.00,L,1320.00
University Paris 2 PanthÃ©on-Assas,2017,601-650,,https://www.topuniversities.com/universities/university-paris-2-pantheon-assas,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-panthon-assas-paris-2_592560cf2aeae70239af4c66_small.jpg,Public,Very High,9,,L,2.06
Universiti Teknologi PETRONAS (UTP),2017,601-650,,https://www.topuniversities.com/universities/universiti-teknologi-petronas-utp,Malaysia,Seri Iskandar,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-petronas-utp_592560cf2aeae70239af4ef2_small.jpg,Private,Very High,11,639.00,M,438.00
The University of Alabama,2017,601-650,,https://www.topuniversities.com/universities/university-alabama,United States of America,Tuscaloosa,North America,https://www.topuniversities.com/sites/default/files/university-of-alabama_592560cf2aeae70239af4a91_small.jpg,Public,Very High,20,1.28,XL,1.69
University of Baghdad,2017,601-650,,https://www.topuniversities.com/universities/university-baghdad,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/university-of-baghdad_592560cf2aeae70239af5456_small.jpg,Public,High,10,96.00,XL,6.70
University of Houston,2017,601-650,,https://www.topuniversities.com/universities/university-houston,United States of America,Houston,North America,https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg,Public,Very High,22,3.05,XL,1.70
University of Johannesburg,2017,601-650,,https://www.topuniversities.com/universities/university-johannesburg,South Africa,Johannesburg,Africa,https://www.topuniversities.com/sites/default/files/university-of-johannesburg-_592560cf2aeae70239af4f46_small.jpg,Public,Very High,10,4.02,L,1.89
University of Ljubljana,2017,601-650,,https://www.topuniversities.com/universities/university-ljubljana,Slovenia,Ljubljana,Europe,https://www.topuniversities.com/sites/default/files/university-of-ljubljana_351_small.jpg,Public,Very High,10,2.70,XL,3.98
University of Mississippi,2017,601-650,,https://www.topuniversities.com/universities/university-mississippi,United States of America,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10,628.00,L,2.02
University of New Hampshire,2017,601-650,,https://www.topuniversities.com/universities/university-new-hampshire,United States of America,Durham,North America,https://www.topuniversities.com/sites/default/files/university-of-new-hampshire_592560cf2aeae70239af51c1_small.jpg,Public,Very High,17,768.00,L,862.00
University of Portsmouth,2017,601-650,,https://www.topuniversities.com/universities/university-portsmouth,United Kingdom,Portsmouth,Europe,https://www.topuniversities.com/sites/default/files/university-of-portsmouth_592560cf2aeae70239af4c7d_small.jpg,Public,Very High,16,5.83,L,1.36
University of Seoul ,2017,601-650,,https://www.topuniversities.com/universities/university-seoul,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg,Public,Very High,11,528.00,M,787.00
Ulster University,2017,601-650,,https://www.topuniversities.com/universities/ulster-university,United Kingdom,Coleraine,Europe,https://www.topuniversities.com/sites/default/files/ulster-university_1641_small.jpg,Public,Very High,13,1.85,L,1.15
Ural Federal University - UrFU,2017,601-650,,https://www.topuniversities.com/universities/ural-federal-university-urfu,Russia,Ekaterinburg,Europe,https://www.topuniversities.com/sites/default/files/ural-federal-university-urfu_592560cf2aeae70239af505a_small.jpg,Public,Very High,6,5.09,L,5.01
